TABLE_NAME	COLUMN_NAME	DATA_TYPE	MAX_LENGTH	IS_NULLABLE	DEFAULT_VALUE	PRIMARY_KEY	FOREIGN_KEY	REFERENCED_TABLE	REFERENCED_COLUMN	UNIQUE_KEY
conversation_visibilities	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
conversations	id	int	4	NO	NULL	PK_conversations_id	NULL	NULL	NULL	NULL
conversations	subject	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
conversations	guid	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	conversations$index_conversations_on_guid
conversations	author_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
conversations	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
conversations	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
invitation_codes	id	int	4	NO	NULL	PK_invitation_codes_id	NULL	NULL	NULL	NULL
invitation_codes	token	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
invitation_codes	user_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
invitation_codes	count	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
invitation_codes	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
invitation_codes	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
like_signatures	like_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	like_signatures$index_like_signatures_on_like_id
like_signatures	author_signature	nvarchar	-1	NO	NULL	NULL	NULL	NULL	NULL	NULL
like_signatures	signature_order_id	int	4	NO	NULL	NULL	like_signatures$like_signatures_signature_orders_id_fk	signature_orders	id	NULL
like_signatures	additional_data	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
likes	id	int	4	NO	NULL	PK_likes_id	NULL	NULL	NULL	NULL
likes	positive	smallint	2	YES	((1))	NULL	NULL	NULL	NULL	NULL
likes	target_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	likes$index_likes_on_target_id_and_author_id_and_target_type
likes	author_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	likes$index_likes_on_target_id_and_author_id_and_target_type
likes	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	likes$index_likes_on_guid
likes	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
likes	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
likes	target_type	nvarchar	120	NO	NULL	NULL	NULL	NULL	NULL	likes$index_likes_on_target_id_and_author_id_and_target_type
locations	id	int	4	NO	NULL	PK_locations_id	NULL	NULL	NULL	NULL
locations	address	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
locations	lat	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
locations	lng	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
locations	status_message_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
locations	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
locations	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
mentions	id	int	4	NO	NULL	PK_mentions_id	NULL	NULL	NULL	NULL
mentions	mentions_container_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	mentions$index_mentions_on_person_and_mc_id_and_mc_type
mentions	person_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	mentions$index_mentions_on_person_and_mc_id_and_mc_type
mentions	mentions_container_type	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	mentions$index_mentions_on_person_and_mc_id_and_mc_type
messages	id	int	4	NO	NULL	PK_messages_id	NULL	NULL	NULL	NULL
messages	conversation_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
messages	author_id	int	4	NO	NULL	NULL	messages$messages_author_id_fk	people	id	NULL
messages	guid	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	messages$index_messages_on_guid
messages	text	nvarchar	-1	NO	NULL	NULL	NULL	NULL	NULL	NULL
messages	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
messages	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
notification_actors	id	int	4	NO	NULL	PK_notification_actors_id	NULL	NULL	NULL	NULL
notification_actors	notification_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
notification_actors	person_id	int	4	NO	(NULL)	NULL	notification_actors_people_id_fk	people	id	NULL
notification_actors	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
notification_actors	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
notifications	id	int	4	NO	NULL	PK_notifications_id	NULL	NULL	NULL	NULL
notifications	target_type	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
notifications	target_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
notifications	recipient_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
notifications	unread	smallint	2	NO	((1))	NULL	NULL	NULL	NULL	NULL
notifications	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
notifications	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
notifications	type	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
notifications	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	notifications$index_notifications_on_guid
o_auth_access_tokens	id	int	4	NO	NULL	PK_o_auth_access_tokens_id	NULL	NULL	NULL	NULL
o_auth_access_tokens	authorization_id	int	4	YES	(NULL)	NULL	o_auth_access_tokens$fk_rails_5debabcff3	authorizations	id	NULL
o_auth_access_tokens	token	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	o_auth_access_tokens$index_o_auth_access_tokens_on_token
o_auth_access_tokens	expires_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_access_tokens	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
o_auth_access_tokens	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
o_auth_applications	id	int	4	NO	NULL	PK_o_auth_applications_id	NULL	NULL	NULL	NULL
o_auth_applications	user_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	client_id	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	o_auth_applications$index_o_auth_applications_on_client_id
o_auth_applications	client_secret	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	client_name	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	redirect_uris	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
o_auth_applications	response_types	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	grant_types	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	application_type	nvarchar	510	YES	(N'web')	NULL	NULL	NULL	NULL	NULL
o_auth_applications	contacts	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	logo_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	client_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	policy_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	tos_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	sector_identifier_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	token_endpoint_auth_method	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	jwks	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
o_auth_applications	jwks_uri	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
o_auth_applications	ppid	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
o_auth_applications	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
o_auth_applications	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
o_embed_caches	id	int	4	NO	NULL	PK_o_embed_caches_id	NULL	NULL	NULL	NULL
o_embed_caches	url	nvarchar	2048	NO	NULL	NULL	NULL	NULL	NULL	NULL
o_embed_caches	data	nvarchar	-1	NO	NULL	NULL	NULL	NULL	NULL	NULL
open_graph_caches	id	int	4	NO	NULL	PK_open_graph_caches_id	NULL	NULL	NULL	NULL
open_graph_caches	title	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
open_graph_caches	ob_type	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
open_graph_caches	image	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
open_graph_caches	url	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
open_graph_caches	description	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
open_graph_caches	video_url	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
participations	id	int	4	NO	NULL	PK_participations_id	NULL	NULL	NULL	NULL
participations	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
participations	target_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	participations$index_participations_on_target_id_and_target_type_and_author_id
participations	target_type	nvarchar	120	NO	NULL	NULL	NULL	NULL	NULL	participations$index_participations_on_target_id_and_target_type_and_author_id
participations	author_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	participations$index_participations_on_target_id_and_target_type_and_author_id
participations	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
participations	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
participations	count	int	4	NO	((1))	NULL	NULL	NULL	NULL	NULL
people	id	int	4	NO	NULL	PK_people_id	NULL	NULL	NULL	NULL
people	guid	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	people$index_people_on_guid
people	diaspora_handle	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	people$index_people_on_diaspora_handle
people	serialized_public_key	nvarchar	-1	NO	NULL	NULL	NULL	NULL	NULL	NULL
people	owner_id	int	4	NO	(NULL)	NULL	people_users_id_fk	users	id	NULL
people	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
people	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
people	closed_account	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
people	fetch_status	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
people	pod_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	id	int	4	NO	NULL	PK_photos_id	NULL	NULL	NULL	NULL
photos	author_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
photos	public	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
photos	guid	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	photos$index_photos_on_guid
photos	pending	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
photos	text	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
photos	remote_photo_path	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
photos	remote_photo_name	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	random_string	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	processed_image	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	updated_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	unprocessed_image	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	status_message_guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	height	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
photos	width	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
pods	id	int	4	NO	NULL	PK_pods_id	NULL	NULL	NULL	NULL
pods	host	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	pods$index_pods_on_host_and_port
pods	ssl	smallint	2	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
pods	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
pods	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
pods	status	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
pods	checked_at	datetime2	6	YES	('1970-01-01 00:00:00')	NULL	NULL	NULL	NULL	NULL
pods	offline_since	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
pods	response_time	int	4	YES	((-1))	NULL	NULL	NULL	NULL	NULL
pods	software	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
pods	error	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
pods	port	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	pods$index_pods_on_host_and_port
pods	blocked	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
pods	scheduled_check	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
poll_answers	id	int	4	NO	NULL	PK_poll_answers_id	NULL	NULL	NULL	NULL
poll_answers	answer	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	NULL
poll_answers	poll_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
poll_answers	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	poll_answers$index_poll_answers_on_guid
poll_answers	vote_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
poll_participation_signatures	poll_participation_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	poll_participation_signatures$index_poll_participation_signatures_on_poll_participation_id
poll_participation_signatures	author_signature	nvarchar	-1	NO	NULL	NULL	NULL	NULL	NULL	NULL
poll_participation_signatures	signature_order_id	int	4	NO	NULL	NULL	poll_participation_signatures$poll_participation_signatures_signature_orders_id_fk	signature_orders	id	NULL
poll_participation_signatures	additional_data	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
poll_participations	id	int	4	NO	NULL	PK_poll_participations_id	NULL	NULL	NULL	NULL
poll_participations	poll_answer_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
poll_participations	author_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	poll_participations$index_poll_participations_on_poll_id_and_author_id
poll_participations	poll_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	poll_participations$index_poll_participations_on_poll_id_and_author_id
poll_participations	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	poll_participations$index_poll_participations_on_guid
poll_participations	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
poll_participations	updated_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
polls	id	int	4	NO	NULL	PK_polls_id	NULL	NULL	NULL	NULL
polls	question	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	NULL
polls	status_message_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
polls	status	smallint	2	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
polls	guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	polls$index_polls_on_guid
polls	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
polls	updated_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	id	int	4	NO	NULL	PK_posts_id	NULL	NULL	NULL	NULL
posts	author_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	posts$index_posts_on_author_id_and_root_guid
posts	public	smallint	2	NO	((0))	NULL	NULL	NULL	NULL	NULL
posts	guid	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	posts$index_posts_on_guid
posts	type	nvarchar	80	NO	NULL	NULL	NULL	NULL	NULL	NULL
posts	text	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
posts	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
posts	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
posts	provider_display_name	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	root_guid	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	posts$index_posts_on_author_id_and_root_guid
posts	likes_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
posts	comments_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
posts	o_embed_cache_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	reshares_count	int	4	YES	((0))	NULL	NULL	NULL	NULL	NULL
posts	interacted_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	tweet_id	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	open_graph_cache_id	int	4	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
posts	tumblr_ids	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
ppid	id	int	4	NO	NULL	PK_ppid_id	NULL	NULL	NULL	NULL
ppid	o_auth_application_id	int	4	YES	(NULL)	NULL	ppid$fk_rails_150457f962	o_auth_applications	id	NULL
ppid	user_id	int	4	YES	(NULL)	NULL	ppid$fk_rails_e6b8e5264f	users	id	NULL
ppid	guid	nvarchar	64	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
ppid	identifier	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	id	int	4	NO	NULL	PK_profiles_id	NULL	NULL	NULL	NULL
profiles	diaspora_handle	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	first_name	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	last_name	nvarchar	254	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	image_url	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	image_url_small	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	image_url_medium	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	birthday	date	3	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	gender	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	bio	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
profiles	searchable	smallint	2	NO	((1))	NULL	NULL	NULL	NULL	NULL
profiles	person_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
profiles	created_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
profiles	updated_at	datetime2	6	NO	NULL	NULL	NULL	NULL	NULL	NULL
profiles	location	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	full_name	nvarchar	140	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
profiles	nsfw	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
profiles	public_details	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
references	id	bigint	8	NO	NULL	PK_references_id	NULL	NULL	NULL	NULL
references	source_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	references$index_references_on_source_and_target
references	source_type	nvarchar	120	NO	NULL	NULL	NULL	NULL	NULL	references$index_references_on_source_and_target
references	target_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	references$index_references_on_source_and_target
references	target_type	nvarchar	120	NO	NULL	NULL	NULL	NULL	NULL	references$index_references_on_source_and_target
reports	id	int	4	NO	NULL	PK_reports_id	NULL	NULL	NULL	NULL
reports	item_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
reports	item_type	nvarchar	510	NO	NULL	NULL	NULL	NULL	NULL	NULL
reports	reviewed	smallint	2	YES	((0))	NULL	NULL	NULL	NULL	NULL
reports	text	nvarchar	-1	YES	NULL	NULL	NULL	NULL	NULL	NULL
reports	created_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
reports	updated_at	datetime2	6	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
reports	user_id	int	4	NO	NULL	NULL	NULL	NULL	NULL	NULL
roles	id	int	4	NO	NULL	PK_roles_id	NULL	NULL	NULL	NULL
roles	person_id	int	4	NO	(NULL)	NULL	roles_people_id_fk	people	id	NULL
roles	name	nvarchar	510	YES	(NULL)	NULL	NULL	NULL	NULL	NULL
